Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,No,Travel_Frequently,589,Research & Development,9,4,Life Sciences,1,3161,3,Female,48,1,3,Research Scientist,3,Divorced,17194,5601,5,Y,Yes,24,1,2,80,3,30,6,3,9,8,11,0
33,No,Travel_Rarely,774,Sales,6,1,Life Sciences,1,3162,3,Female,55,2,3,Sales Executive,4,Single,10716,14096,7,Y,No,14,2,3,80,1,35,0,1,3,0,0,0
48,Yes,Non-Travel,1096,Research & Development,1,4,Life Sciences,1,3163,2,Female,38,1,1,Sales Executive,1,Married,19909,7689,6,Y,No,18,2,3,80,1,36,5,4,1,0,5,13
32,Yes,Non-Travel,433,Sales,15,3,Marketing,1,3164,2,Female,98,2,2,Laboratory Technician,4,Single,5862,18451,8,Y,No,13,2,3,80,3,28,5,1,7,11,13,13
34,Yes,Travel_Frequently,647,Human Resources,1,1,Technical Degree,1,3165,1,Female,32,4,1,Research Scientist,3,Divorced,12842,6873,1,Y,Yes,13,1,2,80,1,31,0,3,38,7,12,15
23,Yes,Non-Travel,821,Human Resources,27,2,Other,1,3166,2,Female,86,2,5,Laboratory Technician,4,Single,15245,17913,6,Y,No,17,1,2,80,1,7,5,1,38,4,2,7
53,No,Travel_Frequently,1367,Research & Development,20,1,Marketing,1,3167,1,Female,76,3,2,Healthcare Representative,1,Married,14653,22566,9,Y,No,21,2,1,80,3,36,5,1,35,9,7,0
39,No,Travel_Frequently,473,Research & Development,10,2,Other,1,3168,1,Female,65,4,3,Manager,4,Single,12332,9685,8,Y,Yes,23,2,1,80,3,22,6,3,35,1,15,19
41,No,Non-Travel,1356,Human Resources,22,2,Medical,1,3169,4,Female,80,4,5,Research Scientist,4,Divorced,7928,16717,10,Y,Yes,20,4,1,80,1,20,2,1,31,11,11,20
54,Yes,Travel_Frequently,192,Sales,19,4,Life Sciences,1,3170,4,Male,31,3,5,Healthcare Representative,1,Divorced,8438,16662,7,Y,No,11,4,1,80,0,18,4,4,14,14,6,19
48,No,Travel_Frequently,1353,Research & Development,14,1,Human Resources,1,3171,2,Male,30,2,1,Laboratory Technician,4,Married,8597,23017,1,Y,Yes,25,4,4,80,0,23,5,3,7,2,6,15
40,No,Travel_Rarely,160,Sales,29,4,Human Resources,1,3172,2,Male,61,2,4,Manufacturing Director,2,Divorced,12378,15240,0,Y,No,18,3,3,80,3,1,3,2,40,4,6,20
59,No,Travel_Frequently,1475,Research & Development,25,4,Human Resources,1,3173,1,Female,68,1,2,Laboratory Technician,4,Married,15978,8665,6,Y,No,11,2,2,80,2,14,4,4,29,6,14,16
57,No,Travel_Frequently,1283,Research & Development,3,2,Life Sciences,1,3174,2,Male,55,4,2,Research Scientist,1,Married,15242,23274,9,Y,Yes,13,1,3,80,2,37,5,4,37,12,12,11
49,Yes,Travel_Frequently,238,Research & Development,22,4,Medical,1,3175,4,Female,96,3,2,Research Scientist,2,Married,6024,11220,7,Y,Yes,12,4,2,80,2,3,5,3,16,14,11,4
28,Yes,Travel_Rarely,547,Research & Development,12,1,Technical Degree,1,3176,3,Male,79,4,4,Laboratory Technician,3,Married,11796,23228,1,Y,Yes,25,1,3,80,1,18,5,2,0,0,13,10
46,Yes,Non-Travel,1096,Sales,2,5,Marketing,1,3177,1,Female,78,3,3,Manager,1,Single,8218,15585,0,Y,No,25,3,3,80,3,5,3,4,4,7,0,6
44,Yes,Travel_Frequently,593,Research & Development,6,3,Medical,1,3178,4,Male,88,3,2,Manufacturing Director,1,Single,7811,5948,3,Y,Yes,10,1,2,80,2,13,3,2,29,8,12,19
44,No,Travel_Frequently,499,Human Resources,19,3,Other,1,3179,3,Female,50,1,4,Healthcare Representative,3,Married,5263,15223,0,Y,No,18,1,1,80,1,20,5,3,38,3,14,15
39,Yes,Travel_Rarely,701,Sales,8,4,Other,1,3180,1,Female,74,4,3,Sales Executive,3,Married,6765,21545,10,Y,Yes,15,4,1,80,1,24,6,4,36,8,10,6
24,No,Non-Travel,632,Research & Development,7,2,Medical,1,3181,2,Male,45,4,5,Healthcare Representative,4,Single,9763,9581,8,Y,No,19,1,1,80,2,39,1,1,28,15,13,16
37,No,Travel_Frequently,1027,Human Resources,19,5,Marketing,1,3182,1,Female,52,3,5,Sales Executive,3,Single,12893,12943,5,Y,Yes,11,1,2,80,3,27,5,4,9,15,12,13
28,No,Travel_Frequently,342,Research & Development,10,5,Medical,1,3183,3,Male,61,2,1,Laboratory Technician,1,Married,3997,7185,3,Y,Yes,23,2,3,80,0,11,1,2,12,8,14,9
43,No,Travel_Frequently,1261,Human Resources,19,4,Medical,1,3184,4,Female,66,1,1,Sales Executive,4,Married,18369,6991,4,Y,No,15,3,4,80,0,9,1,2,23,6,7,12
33,Yes,Travel_Frequently,218,Sales,25,4,Other,1,3185,3,Female,71,4,2,Sales Executive,3,Married,6711,17069,2,Y,No,12,1,4,80,0,27,1,2,29,0,4,8
22,No,Travel_Rarely,1144,Research & Development,11,3,Medical,1,3186,3,Male,94,2,2,Sales Executive,1,Married,9704,10977,3,Y,No,10,4,1,80,1,35,3,3,40,6,15,18
25,Yes,Travel_Frequently,1228,Human Resources,2,4,Marketing,1,3187,1,Female,30,4,4,Manager,2,Single,2855,21328,3,Y,Yes,14,1,3,80,1,9,0,2,23,6,10,20
49,No,Travel_Rarely,344,Human Resources,28,4,Marketing,1,3188,2,Male,43,3,5,Manager,1,Married,18606,21514,10,Y,Yes,23,4,1,80,1,17,5,3,16,0,12,5
31,No,Non-Travel,108,Research & Development,16,5,Technical Degree,1,3189,3,Female,64,4,1,Sales Executive,3,Single,2388,5921,1,Y,No,16,3,4,80,3,22,4,1,14,4,4,12
30,Yes,Non-Travel,387,Sales,25,3,Medical,1,3190,1,Female,55,4,3,Manager,3,Married,4849,12136,3,Y,Yes,18,2,2,80,3,17,4,1,28,3,13,6
22,No,Non-Travel,1084,Sales,13,3,Life Sciences,1,3191,4,Male,53,4,5,Healthcare Representative,3,Married,17425,14018,2,Y,Yes,15,2,2,80,1,24,4,4,40,14,15,1
57,Yes,Travel_Rarely,1302,Research & Development,27,4,Marketing,1,3192,3,Female,57,2,2,Manager,3,Single,4914,13660,2,Y,Yes,13,3,2,80,1,15,2,2,27,13,14,14
37,Yes,Travel_Frequently,281,Human Resources,25,2,Medical,1,3193,4,Female,50,1,1,Manager,3,Single,14355,16231,3,Y,No,13,1,4,80,3,21,6,3,38,15,3,7
54,No,Non-Travel,664,Sales,24,2,Medical,1,3194,2,Female,59,3,4,Healthcare Representative,1,Married,14446,18224,4,Y,Yes,14,2,3,80,1,17,2,2,22,8,4,19
42,Yes,Travel_Rarely,621,Human Resources,8,4,Technical Degree,1,3195,1,Female,89,1,1,Sales Executive,4,Single,3975,10741,8,Y,No,13,2,4,80,2,28,1,3,18,12,8,5
36,Yes,Travel_Rarely,279,Research & Development,17,3,Other,1,3196,4,Male,32,4,3,Research Scientist,2,Single,15078,5035,6,Y,Yes,18,1,2,80,2,27,6,2,17,0,5,8
37,No,Travel_Rarely,419,Sales,16,1,Other,1,3197,1,Male,41,3,4,Research Scientist,2,Single,12574,6052,4,Y,Yes,14,4,2,80,3,36,6,4,14,12,11,7
58,No,Travel_Rarely,1338,Human Resources,3,2,Life Sciences,1,3198,1,Male,49,4,1,Laboratory Technician,2,Married,12739,24108,9,Y,Yes,25,3,2,80,0,13,2,1,1,0,15,16
39,Yes,Travel_Rarely,155,Research & Development,12,3,Human Resources,1,3199,1,Male,77,2,3,Healthcare Representative,1,Married,16855,18571,3,Y,No,17,1,4,80,2,22,6,1,33,1,0,12
28,No,Travel_Rarely,577,Research & Development,7,3,Other,1,3200,2,Male,32,3,3,Laboratory Technician,1,Married,15498,6109,10,Y,Yes,23,3,3,80,1,34,2,4,5,13,7,18
54,Yes,Travel_Frequently,939,Human Resources,19,1,Life Sciences,1,3201,4,Female,80,1,4,Sales Executive,4,Single,12188,9326,1,Y,No,13,4,2,80,1,14,4,1,21,12,8,12
59,No,Travel_Rarely,1414,Human Resources,22,4,Marketing,1,3202,2,Male,80,1,5,Research Scientist,1,Single,3055,5957,6,Y,No,12,1,3,80,2,9,2,1,19,2,2,4
52,No,Travel_Rarely,1104,Human Resources,30,5,Marketing,1,3203,1,Female,54,2,5,Manager,4,Married,18219,9750,5,Y,No,23,2,1,80,0,2,5,2,19,8,14,4
56,Yes,Non-Travel,573,Human Resources,5,5,Medical,1,3204,4,Male,84,4,2,Sales Executive,4,Married,12157,10966,1,Y,Yes,18,2,1,80,2,39,5,4,23,12,13,19
23,Yes,Travel_Rarely,429,Human Resources,14,5,Marketing,1,3205,1,Male,84,1,5,Manager,3,Married,15875,20398,1,Y,No,13,1,4,80,0,39,4,1,22,4,15,19
38,No,Non-Travel,753,Research & Development,26,2,Life Sciences,1,3206,4,Female,91,2,2,Healthcare Representative,3,Divorced,8471,18973,7,Y,No,20,4,1,80,2,7,2,1,31,15,15,7
35,No,Travel_Frequently,984,Human Resources,7,5,Marketing,1,3207,2,Female,78,3,1,Manager,1,Single,10269,6174,10,Y,Yes,16,1,2,80,3,12,0,4,35,9,12,9
50,Yes,Non-Travel,473,Human Resources,18,5,Human Resources,1,3208,4,Male,61,4,2,Manufacturing Director,1,Married,5431,17414,3,Y,No,15,2,3,80,3,27,0,3,5,9,12,3
26,No,Travel_Rarely,624,Human Resources,15,3,Life Sciences,1,3209,2,Male,36,3,3,Sales Executive,1,Divorced,17518,24324,6,Y,No,13,3,4,80,2,2,6,3,15,15,1,14
57,Yes,Non-Travel,379,Research & Development,17,4,Technical Degree,1,3210,4,Female,74,3,3,Manager,3,Single,16440,6341,9,Y,Yes,18,4,1,80,2,4,6,4,22,9,11,20
41,Yes,Travel_Frequently,1114,Sales,28,1,Other,1,3211,1,Male,47,3,3,Manager,4,Single,5462,18323,0,Y,No,16,4,2,80,3,31,6,1,37,2,15,20
58,Yes,Travel_Frequently,684,Research & Development,23,4,Technical Degree,1,3212,2,Male,99,1,1,Healthcare Representative,1,Divorced,8261,5093,9,Y,Yes,16,3,1,80,3,11,5,4,12,5,13,0
30,No,Travel_Frequently,1492,Sales,20,3,Medical,1,3213,1,Female,86,1,5,Healthcare Representative,1,Single,7617,13513,2,Y,Yes,20,3,3,80,3,7,6,1,38,14,12,12
47,No,Non-Travel,943,Sales,18,3,Human Resources,1,3214,1,Male,67,1,5,Manufacturing Director,1,Divorced,15295,17595,1,Y,No,10,3,3,80,3,20,4,3,40,10,11,20
38,No,Non-Travel,910,Human Resources,16,2,Technical Degree,1,3215,4,Female,60,3,5,Manager,1,Married,4077,10331,9,Y,Yes,16,4,1,80,0,9,4,1,37,3,14,19
40,No,Travel_Frequently,1206,Human Resources,2,4,Marketing,1,3216,2,Male,49,4,2,Research Scientist,4,Married,6304,16404,2,Y,Yes,21,4,1,80,3,15,6,1,5,8,5,6
43,No,Travel_Rarely,998,Research & Development,17,5,Other,1,3217,2,Female,59,1,4,Healthcare Representative,1,Divorced,18111,11658,10,Y,Yes,14,1,3,80,0,30,2,4,37,3,0,16
31,No,Travel_Frequently,1056,Sales,26,3,Human Resources,1,3218,1,Male,41,4,5,Manufacturing Director,2,Single,10722,9530,7,Y,Yes,14,1,1,80,0,31,6,4,29,9,5,13
24,No,Travel_Frequently,275,Human Resources,4,3,Technical Degree,1,3219,2,Male,37,4,4,Healthcare Representative,1,Divorced,14061,16701,1,Y,Yes,19,4,4,80,0,17,6,2,23,6,10,4
48,Yes,Non-Travel,909,Research & Development,13,5,Life Sciences,1,3220,3,Male,54,1,4,Sales Executive,3,Divorced,12399,24405,9,Y,Yes,18,2,4,80,0,7,2,2,38,7,7,18
34,No,Travel_Frequently,738,Sales,14,1,Medical,1,3221,2,Male,83,4,1,Manager,1,Single,8808,12786,9,Y,Yes,17,2,4,80,3,19,6,3,28,14,15,3
60,Yes,Travel_Rarely,740,Sales,26,2,Technical Degree,1,3222,2,Female,71,4,5,Research Scientist,3,Single,11018,16573,7,Y,Yes,16,4,3,80,3,12,0,4,37,15,15,19
27,Yes,Travel_Frequently,615,Sales,15,3,Other,1,3223,3,Male,85,1,5,Research Scientist,3,Divorced,3070,13951,6,Y,Yes,13,3,1,80,0,1,2,3,30,5,4,3
51,Yes,Travel_Frequently,427,Sales,25,4,Life Sciences,1,3224,4,Male,43,3,2,Laboratory Technician,3,Single,9864,21175,7,Y,No,22,3,2,80,0,33,5,4,24,10,3,0
26,Yes,Non-Travel,1050,Research & Development,12,3,Life Sciences,1,3225,3,Female,76,3,3,Manufacturing Director,4,Single,7176,10061,4,Y,No,18,2,4,80,0,20,4,1,40,5,2,13
44,Yes,Travel_Frequently,1071,Human Resources,11,3,Human Resources,1,3226,2,Male,90,2,2,Laboratory Technician,4,Divorced,9529,13342,3,Y,Yes,22,4,2,80,2,14,5,4,36,6,2,1
28,No,Travel_Frequently,1370,Human Resources,22,4,Medical,1,3227,4,Female,59,2,4,Laboratory Technician,1,Single,8996,9499,7,Y,No,23,4,3,80,1,28,0,3,5,8,10,4
43,No,Travel_Frequently,1086,Sales,14,5,Life Sciences,1,3228,4,Female,76,4,2,Manufacturing Director,3,Divorced,4602,23750,2,Y,No,20,3,4,80,0,30,0,2,37,9,6,11
22,Yes,Non-Travel,811,Human Resources,29,5,Medical,1,3229,4,Female,67,3,5,Research Scientist,3,Divorced,6985,11405,4,Y,No,25,3,1,80,2,9,2,1,28,11,1,6
46,Yes,Travel_Frequently,636,Research & Development,14,1,Technical Degree,1,3230,3,Female,34,1,1,Sales Executive,2,Divorced,4466,9938,7,Y,No,11,3,2,80,3,1,3,2,31,15,15,2
37,No,Travel_Frequently,574,Human Resources,25,4,Medical,1,3231,3,Female,58,2,5,Laboratory Technician,1,Single,10953,19395,8,Y,Yes,15,3,1,80,1,7,3,1,3,7,15,13
42,No,Non-Travel,995,Research & Development,27,3,Human Resources,1,3232,1,Female,94,1,1,Research Scientist,1,Single,14954,8107,5,Y,Yes,16,1,2,80,3,5,1,4,16,9,12,5
31,Yes,Non-Travel,1491,Human Resources,21,1,Life Sciences,1,3233,4,Male,52,4,5,Research Scientist,4,Married,3748,10522,1,Y,Yes,15,1,2,80,1,11,0,2,0,10,1,11
51,Yes,Travel_Rarely,881,Sales,10,2,Medical,1,3234,2,Female,91,2,3,Laboratory Technician,2,Married,3021,16065,9,Y,Yes,10,4,3,80,2,28,5,4,39,5,3,8
44,No,Travel_Frequently,1250,Human Resources,14,4,Life Sciences,1,3235,1,Male,81,4,2,Healthcare Representative,4,Married,2589,10363,9,Y,No,21,2,4,80,0,5,0,4,6,3,0,15
41,Yes,Non-Travel,772,Research & Development,9,5,Life Sciences,1,3236,2,Female,61,3,2,Laboratory Technician,4,Single,18651,23741,10,Y,Yes,10,2,4,80,3,15,4,1,8,5,1,16
26,Yes,Non-Travel,996,Research & Development,14,4,Human Resources,1,3237,1,Male,43,4,4,Laboratory Technician,3,Divorced,2196,13659,10,Y,Yes,10,2,3,80,0,5,1,3,20,11,9,8
42,No,Travel_Frequently,171,Human Resources,30,3,Medical,1,3238,3,Male,64,2,1,Sales Executive,3,Single,11028,17394,10,Y,Yes,11,1,3,80,0,17,0,4,24,8,4,1
38,Yes,Travel_Frequently,855,Human Resources,24,4,Human Resources,1,3239,1,Female,96,3,3,Sales Executive,1,Divorced,10387,11747,8,Y,No,15,2,1,80,2,30,0,4,14,3,13,1
40,No,Non-Travel,435,Research & Development,13,2,Technical Degree,1,3240,3,Male,45,3,2,Healthcare Representative,2,Divorced,7972,11167,0,Y,No,23,3,4,80,2,25,1,4,11,10,9,20
29,Yes,Travel_Frequently,501,Research & Development,15,2,Technical Degree,1,3241,2,Female,86,3,4,Laboratory Technician,3,Divorced,13700,19149,2,Y,No,16,4,4,80,2,26,2,2,17,13,2,4
34,Yes,Travel_Frequently,1120,Research & Development,28,5,Marketing,1,3242,1,Male,32,4,1,Manufacturing Director,3,Married,8970,20398,7,Y,No,10,4,3,80,0,7,2,4,40,13,12,9
34,Yes,Travel_Rarely,973,Research & Development,13,2,Human Resources,1,3243,3,Female,75,1,3,Healthcare Representative,3,Divorced,12285,15112,3,Y,Yes,16,3,2,80,0,23,3,2,23,11,7,1
38,No,Travel_Rarely,159,Human Resources,8,3,Technical Degree,1,3244,2,Male,45,4,4,Research Scientist,3,Divorced,12110,22206,7,Y,No,15,1,1,80,0,24,4,1,39,1,9,13
29,No,Travel_Frequently,826,Research & Development,7,4,Medical,1,3245,2,Male,57,4,5,Manufacturing Director,2,Single,14629,9623,8,Y,No,17,4,4,80,3,32,4,4,34,15,2,19
22,No,Travel_Rarely,319,Research & Development,30,3,Human Resources,1,3246,2,Female,36,3,1,Manager,1,Divorced,9594,23240,2,Y,No,23,1,1,80,1,3,2,4,38,13,15,20
40,Yes,Non-Travel,1151,Human Resources,12,2,Other,1,3247,1,Female,68,3,4,Laboratory Technician,4,Single,8420,10244,10,Y,Yes,17,1,4,80,3,12,4,4,6,1,3,4
40,Yes,Travel_Rarely,502,Human Resources,4,1,Human Resources,1,3248,1,Male,35,1,1,Research Scientist,4,Divorced,18579,22326,6,Y,Yes,20,2,1,80,0,16,4,2,4,3,14,11
39,No,Non-Travel,1267,Sales,20,5,Other,1,3249,3,Female,78,1,1,Healthcare Representative,4,Divorced,5508,7857,3,Y,No,15,4,4,80,1,6,1,1,17,2,8,17
31,Yes,Travel_Rarely,562,Sales,2,5,Life Sciences,1,3250,3,Female,52,2,1,Healthcare Representative,1,Single,17738,10877,6,Y,Yes,15,1,2,80,1,29,5,4,3,5,6,16
60,Yes,Non-Travel,202,Research & Development,25,4,Human Resources,1,3251,1,Male,68,3,5,Healthcare Representative,3,Divorced,15830,12481,10,Y,Yes,25,2,1,80,2,5,1,2,27,8,10,10
44,Yes,Non-Travel,1351,Sales,11,4,Other,1,3252,2,Male,47,3,2,Manufacturing Director,2,Married,18221,16565,5,Y,No,25,3,1,80,3,5,4,4,36,5,15,2
51,Yes,Travel_Rarely,339,Research & Development,11,5,Marketing,1,3253,2,Female,81,3,1,Research Scientist,1,Divorced,9369,10889,1,Y,No,24,3,4,80,1,32,6,2,13,0,4,16
45,Yes,Travel_Rarely,864,Sales,22,5,Other,1,3254,3,Female,90,2,2,Research Scientist,4,Single,16036,13986,7,Y,No,12,1,3,80,1,21,1,4,6,1,5,20
31,No,Travel_Rarely,783,Sales,2,2,Life Sciences,1,3255,3,Male,82,1,5,Laboratory Technician,2,Married,10351,16353,10,Y,No,10,2,3,80,0,17,0,1,40,1,4,12
24,No,Travel_Rarely,196,Sales,7,5,Medical,1,3256,3,Female,49,3,5,Manufacturing Director,2,Single,8952,8677,3,Y,Yes,11,4,3,80,1,30,2,1,33,1,14,0
43,Yes,Travel_Rarely,909,Research & Development,22,4,Medical,1,3257,4,Male,85,4,2,Sales Executive,3,Single,17291,10059,2,Y,No,21,1,4,80,1,10,5,1,12,10,10,20
46,No,Travel_Frequently,951,Research & Development,12,2,Other,1,3258,4,Female,30,1,4,Sales Executive,2,Divorced,3599,9708,0,Y,No,24,2,3,80,2,17,1,1,22,5,0,13
43,Yes,Travel_Rarely,432,Sales,19,5,Other,1,3259,2,Male,55,2,4,Laboratory Technician,4,Married,2778,12773,1,Y,Yes,14,4,2,80,3,25,3,2,8,15,14,10
43,Yes,Travel_Frequently,737,Research & Development,11,4,Marketing,1,3260,2,Male,66,2,3,Healthcare Representative,2,Single,3501,14889,2,Y,Yes,11,2,3,80,1,39,4,4,5,8,1,10
48,Yes,Travel_Frequently,1460,Human Resources,23,1,Medical,1,3261,4,Male,63,3,3,Laboratory Technician,4,Single,5785,8622,9,Y,Yes,25,3,3,80,3,28,4,2,34,4,14,8
49,Yes,Travel_Frequently,1169,Human Resources,16,1,Technical Degree,1,3262,2,Male,42,2,4,Laboratory Technician,4,Married,2731,23823,9,Y,No,10,3,4,80,1,34,6,1,4,6,6,5
25,No,Travel_Frequently,590,Sales,26,4,Technical Degree,1,3263,2,Male,74,3,3,Healthcare Representative,2,Single,18471,6658,10,Y,Yes,23,1,1,80,2,35,3,4,31,6,5,12
31,Yes,Non-Travel,1111,Human Resources,10,5,Other,1,3264,3,Male,74,1,5,Research Scientist,4,Single,4719,21948,3,Y,Yes,24,2,2,80,0,32,3,1,2,12,8,20
49,Yes,Travel_Rarely,892,Research & Development,18,3,Marketing,1,3265,1,Male,93,1,5,Sales Executive,2,Married,19515,22664,5,Y,No,11,4,1,80,2,9,3,4,28,9,2,12
43,No,Travel_Rarely,608,Human Resources,29,5,Human Resources,1,3266,2,Female,57,1,2,Healthcare Representative,4,Divorced,2870,18562,3,Y,Yes,11,2,3,80,2,24,3,3,22,1,3,2
25,Yes,Travel_Frequently,1327,Research & Development,2,1,Human Resources,1,3267,2,Female,31,2,1,Manufacturing Director,3,Married,5081,11316,4,Y,Yes,20,3,2,80,0,31,5,3,20,11,2,15
58,Yes,Non-Travel,417,Sales,7,1,Life Sciences,1,3268,1,Female,59,3,3,Research Scientist,2,Divorced,14934,8490,0,Y,No,16,2,3,80,2,11,3,4,13,14,8,17
27,Yes,Travel_Rarely,1237,Human Resources,14,2,Marketing,1,3269,1,Female,60,4,4,Manager,3,Married,6580,17138,2,Y,Yes,10,3,2,80,3,31,5,2,18,14,13,19
49,No,Travel_Frequently,472,Sales,20,1,Medical,1,3270,2,Female,56,1,4,Research Scientist,3,Married,11123,6755,7,Y,No,25,2,1,80,0,35,0,2,33,6,11,18
40,Yes,Travel_Rarely,426,Sales,24,1,Human Resources,1,3271,2,Male,72,3,4,Research Scientist,1,Divorced,7372,9480,7,Y,Yes,22,4,2,80,1,12,5,3,26,14,7,0
46,No,Travel_Rarely,815,Research & Development,12,1,Life Sciences,1,3272,2,Female,99,2,5,Research Scientist,4,Married,16944,15604,1,Y,Yes,14,1,1,80,3,4,5,4,25,15,3,20
49,No,Travel_Rarely,540,Human Resources,4,4,Life Sciences,1,3273,4,Male,68,3,5,Research Scientist,1,Single,13938,15617,9,Y,No,10,1,3,80,2,11,0,4,32,7,5,15
48,No,Travel_Rarely,1154,Human Resources,18,1,Medical,1,3274,1,Male,67,4,3,Manager,1,Divorced,8353,20034,9,Y,No,23,1,1,80,3,28,3,4,13,1,6,20
23,No,Travel_Rarely,521,Sales,15,4,Marketing,1,3275,3,Female,90,4,5,Healthcare Representative,2,Married,4043,22695,2,Y,Yes,22,2,3,80,3,9,6,4,2,0,6,4
29,Yes,Non-Travel,1289,Human Resources,22,4,Marketing,1,3276,1,Male,74,2,5,Healthcare Representative,1,Single,14584,11823,1,Y,No,15,3,1,80,3,23,4,3,1,5,9,20
48,No,Travel_Frequently,227,Sales,8,1,Technical Degree,1,3277,2,Male,87,3,4,Laboratory Technician,3,Married,3353,16522,4,Y,No,23,2,4,80,2,13,6,2,11,9,12,13
48,Yes,Travel_Rarely,871,Sales,17,4,Other,1,3278,2,Female,52,4,4,Healthcare Representative,1,Single,8587,11477,9,Y,No,23,1,4,80,1,3,1,3,6,3,3,15
60,Yes,Non-Travel,927,Sales,20,2,Life Sciences,1,3279,1,Male,79,4,2,Research Scientist,1,Divorced,13139,24969,9,Y,Yes,16,1,4,80,1,17,1,3,37,4,5,12
50,Yes,Non-Travel,100,Research & Development,5,1,Human Resources,1,3280,1,Male,32,1,1,Laboratory Technician,3,Single,18833,16103,3,Y,No,19,4,4,80,3,9,0,2,17,5,13,5
60,No,Travel_Frequently,525,Sales,17,3,Other,1,3281,3,Male,41,2,3,Manager,3,Married,9906,16137,0,Y,Yes,17,1,3,80,1,30,6,4,38,15,15,19
58,No,Non-Travel,762,Research & Development,1,1,Other,1,3282,2,Male,37,1,4,Laboratory Technician,2,Married,14338,21728,2,Y,Yes,25,3,2,80,0,30,2,3,1,8,15,16
43,Yes,Non-Travel,725,Human Resources,28,4,Other,1,3283,2,Female,62,1,1,Manufacturing Director,1,Divorced,17451,19683,7,Y,No,24,2,1,80,0,14,4,3,15,9,1,6
28,No,Non-Travel,611,Sales,12,5,Life Sciences,1,3284,1,Female,62,1,4,Healthcare Representative,4,Divorced,13478,23803,5,Y,Yes,13,2,2,80,1,32,0,4,10,9,3,9
50,Yes,Travel_Frequently,723,Sales,20,4,Human Resources,1,3285,3,Male,70,1,5,Research Scientist,4,Divorced,5904,16718,7,Y,No,16,3,1,80,2,20,4,4,34,11,14,8
54,Yes,Travel_Frequently,1332,Research & Development,10,3,Human Resources,1,3286,1,Male,52,2,1,Laboratory Technician,3,Single,15222,12228,9,Y,No,19,4,1,80,3,18,4,4,2,6,13,15
48,Yes,Travel_Frequently,496,Research & Development,5,2,Medical,1,3287,2,Male,46,1,5,Laboratory Technician,1,Married,8327,9683,1,Y,Yes,16,1,4,80,3,33,0,4,23,7,0,12
44,Yes,Travel_Rarely,616,Human Resources,19,1,Other,1,3288,4,Female,96,2,2,Manufacturing Director,3,Divorced,5019,6720,7,Y,No,10,3,3,80,1,33,3,4,21,8,6,9
57,No,Travel_Frequently,672,Sales,24,3,Medical,1,3289,2,Male,98,1,5,Manager,3,Married,5136,16420,5,Y,No,15,2,4,80,2,15,3,4,35,14,10,20
50,No,Travel_Frequently,203,Sales,8,5,Life Sciences,1,3290,3,Female,45,1,5,Laboratory Technician,3,Married,5877,16301,8,Y,Yes,16,3,3,80,1,25,2,1,31,3,10,6
23,Yes,Travel_Rarely,1347,Research & Development,30,3,Life Sciences,1,3291,2,Male,70,3,1,Laboratory Technician,3,Married,16216,15962,0,Y,Yes,21,3,2,80,2,3,2,4,5,13,4,0
44,No,Travel_Rarely,964,Sales,17,3,Technical Degree,1,3292,4,Female,89,3,4,Manager,3,Divorced,17165,19760,1,Y,Yes,25,1,1,80,0,1,4,4,19,14,14,8
52,No,Non-Travel,1283,Research & Development,29,1,Marketing,1,3293,1,Male,85,1,5,Research Scientist,2,Single,13125,14068,7,Y,No,17,3,1,80,1,4,3,4,17,10,12,0
45,No,Travel_Frequently,407,Research & Development,24,4,Technical Degree,1,3294,1,Male,85,1,5,Manufacturing Director,2,Single,5000,11408,1,Y,No,22,2,1,80,1,23,1,2,3,6,14,9
54,No,Non-Travel,1474,Research & Development,18,1,Other,1,3295,2,Male,95,3,5,Sales Executive,4,Single,7507,11813,7,Y,Yes,13,1,4,80,0,5,2,2,12,8,13,8
24,Yes,Travel_Frequently,481,Sales,16,2,Technical Degree,1,3296,3,Male,69,3,1,Manager,4,Married,15607,18733,0,Y,No,18,4,3,80,0,5,4,4,17,10,11,1
22,No,Travel_Rarely,649,Sales,21,4,Medical,1,3297,1,Male,63,3,3,Healthcare Representative,3,Married,8894,19302,5,Y,Yes,24,4,4,80,2,28,4,3,15,7,1,0
60,Yes,Travel_Frequently,337,Research & Development,4,3,Life Sciences,1,3298,3,Female,81,1,5,Healthcare Representative,1,Divorced,15833,18337,10,Y,No,15,1,1,80,2,19,3,4,29,11,13,3
54,No,Non-Travel,1305,Research & Development,22,3,Technical Degree,1,3299,1,Male,67,4,3,Sales Executive,2,Married,16559,9882,0,Y,No,23,2,2,80,0,17,4,4,28,7,4,18
39,No,Travel_Rarely,1077,Research & Development,15,5,Human Resources,1,3300,3,Female,72,1,2,Research Scientist,1,Single,7899,7213,8,Y,No,21,3,4,80,2,10,1,1,40,4,8,8
